571201,676146
577084,679116
581673,683608
601290,698926
578671,667073
567871,657345
570850,670498
562037,655326
575516,679979
578609,680651
585972,690178
591686,682467
578240,673365
576579,670748
582893,667871
578996,671787
576856,664170
574764,668567
577236,673716
577233,662789
574030,663702
577038,663643
581313,653628
573156,654384
580981,643935
581154,661516
580877,675091
580754,681260
579221,677929
582273,676146
586180,666974
579245,668303
583396,673212
580641,669357
583273,670571
580248,662722
582160,673058
583670,677206
584081,665838
585723,672196
584732,660221
577770,671193
574955,678742
576470,674106
578596,665597
576652,665347
575023,666899
574909,680931
576506,672357
578501,644506
588214,637821
580075,662707
583817,661859
579060,660381
583093,662649
579621,667528
577642,663439
578705,666613
579408,668435
582309,665503
586318,637761
581160,667902
585822,661857
582257,672102
586526,672144
582215,678253
583860,686971
583093,673607
579857,679504
580013,675137
580955,668742
576670,669123
573288,674119
582831,666065
580483,662036
585642,667117
580512,676125
578891,696460
579342,678955
580858,666517
581374,647266
580430,673469
585782,678158
579064,671850
575974,654054
579971,666278
582934,668295
580567,684507
581220,676286
583330,657374
581347,672796
582154,680008
579770,667169
584866,674002
578743,666059
582343,669927
592481,665568
584853,679299
582073,672518
581075,670535
581733,657477
586686,668258
607945,623688
594689,654652
591666,664120
583931,665904
585395,669752
583916,666350
582229,663762
584980,666584
584010,673409
582170,660666
587630,657945
579912,668523
582890,670080
595340,614784
580971,659520
583226,661353
589340,655707
583040,656906
579286,671026
577707,670220
574689,674374
578350,672130
581323,664448
583356,625260
582862,661719
589118,629234
595454,627607
579668,665831
587621,659291
579095,671419
570607,668583
575619,664009
571433,665685
576552,677009
573122,691633
572586,673007
565478,699571
573982,692722
573347,685963
565740,721231
573391,708444
578316,720132
575316,690820
574434,685773
580335,685803
574777,681441
574927,677521
572576,673461
562985,652796
573791,664931
572774,663380
577303,666613
580584,655458
577404,659146
579806,661888
577356,660453
580099,658875
577223,640161
570731,641346
576948,661685
580208,665501
601941,635612
585683,653527
586327,641338
589836,676505
581748,667624
581127,660425
583176,663094
577582,664032
582301,667302
580638,663840
576721,667792
575275,672752
577127,680666
580261,683140
574643,689349
577844,690074
575406,688202
574505,683592
576828,674428
577757,649971
576193,676921
573829,696658
572186,692759
580489,681866
572945,677513
573387,689512
574941,667388
575569,650798
577925,654858
575994,663228
582325,652326
576174,639474
580760,670036
582846,671823
587778,660168
596818,667954
581109,679811
579985,699818
578513,714902
581173,678062
579316,660895
583976,646978
590149,631209
585924,624520
580470,673051
590709,626497
581692,669378
580784,669599
574292,656219
575261,668331
572369,673404
574251,671193
571868,658311
572252,648259
574145,650462
577291,662195
575921,627513
579834,652194
578269,617908
576804,646665
576307,669020
565304,659913
574066,666308
577119,666569
579117,652027
577209,673636
581281,666184
578056,656204
577377,669261
579181,669233
577421,672801
570918,673089
579481,661368
581033,653790
582929,660827
587220,666650
583396,681648
578221,656672
577628,662714
576643,669540
576119,673827
575118,681092
576458,674345
576901,672240
572539,673014
577443,667522
574776,647526
574397,666826
573694,671083
568811,671304
577153,679795
580650,682781
581857,679525
587131,678516
580192,685328
578340,681822
575392,683358
570990,675759
575572,683402
578245,698545
579430,681632
583673,683901
581351,697484
579025,696959
577216,682890
576489,678324
576854,668707
580108,668560
573252,659086
577072,681976
579778,691399
577638,686072
576039,671164
575007,660367
573627,677674
577553,669306
574604,675699
577280,685986
571127,672276
575266,658223
569989,668932
574887,663424
571008,675342
576168,667681
577075,638801
579871,646027
580773,670023
581380,630068
580350,671689
581356,678532
583872,664550
580803,678846
586548,732131
582484,691566
586134,728516
583704,687873
578122,668552
573536,646811
581148,669679
571944,660110
574424,651858
575807,648648
577286,652501
579402,653857
580858,667842
582127,672539
580452,669072
577959,668078
575450,667513
580498,672614
580674,677498
582471,692005
584986,663923
585192,672788
579327,670147
578954,670498
571366,660864
575338,665721
572339,602033
577223,649400
578687,634741
590621,597314
577792,672445
575458,671917
570537,677433
574952,670930
573980,658371
576920,657264
579417,663109
577532,669745
574937,666519
576419,646577
572440,655822
574347,662868
573612,658296
571205,630871
577896,655281
579843,656593
584845,639633
584889,652869
587691,655692
593609,672006
580128,677820
579529,688699
588458,664251
578520,662912
586371,657178
577968,658377
579826,652625
578485,649672
575652,647718
581394,659151
584979,665238
580900,662561
580890,672263
581854,661449
577972,672487
577114,675818
572100,687915
576857,687223
575469,680739
571684,679891
572623,674368
573907,669373
574779,665602
574202,647398
578877,667835
583281,657360
579876,670264
577168,669664
568501,672575
563297,651588
575823,666717
576004,690563
572481,654075
579921,673804
583236,677617
572694,653241
571623,623914
578002,638112
579436,662672
580801,660329
582061,670301
587322,671033
593446,658728
579877,670262
579548,650353
582406,656716
578612,669986
576257,674301
569985,680850
571464,685151
562040,688354
563102,674932
571587,672408
571227,667476
572114,663263
576456,664222
580634,664697
577703,669781
575367,673682
574708,681471
573541,673716
577014,659057
579363,659539
577543,669336
576436,674353
575298,699672
577602,691800
573986,661924
579019,673593
576632,669116
580256,635955
580551,666878
582822,669576
577635,686080
579329,689533
579694,679920
582562,652326
581325,670579
585424,673235
580848,668705
577687,670220
580634,674391
578740,671331
577210,668356
575168,669225
578613,650585
573372,663549
574889,657264
576896,657264
578464,654522
580260,655356
584285,650497
580657,659408
578347,662429
576434,659811
575376,673241
570722,680164
575524,674155
575526,654762
576317,648318
578526,662473
579583,663579
582274,660198
582109,674265
580422,684925
584238,671208
598910,636948
593562,657397
597710,659195
599780,662766
591483,668874
590220,677858
587359,694859
583292,681609
579785,672890
581119,676278
581284,676752
580052,675026
580778,678963
583394,682070
582641,674873
580666,659255
577368,664996
580365,665378
572351,642414
576616,667098
578276,663788
581323,670324
577752,672071
575767,674025
575658,662143
579692,672312
579762,677594
583670,693886
580502,675925
581008,668531
579253,667865
576853,646928
577251,670688
572529,676694
571600,653080
578044,674968
578266,664228
578822,675291
573952,671574
554874,652085
566956,658532
560325,655136
560904,657418
559947,660396
563773,655128
569101,665737
558391,653782
524726,604783
553192,635313
574937,665948
573723,679561
576845,684720
572776,682532
577912,669027
583652,657339
571112,671375
571742,666709
566567,659393
563974,661420
546023,631903
561113,644916
554629,651295
541638,647835
573946,670389
575561,657828
573888,667374
575249,675728
583686,699849
575312,674990
573489,662423
573600,676811
577491,687587
574304,672487
574267,666103
569076,676071
569038,671311
566535,661345
537580,651135
571626,666686
573635,673900
581112,674397
587808,652290
619464,625070
582155,666621
578079,673066
571234,679671
578030,670880
576852,675039
573272,690749
569410,691441
564852,689263
574085,675626
584709,665179
581493,663637
583681,673329
585189,668165
580448,671260
620634,659548
585369,666174
588719,672232
587762,664918
583903,673459
588463,682848
582044,673760
583615,663388
588227,667938
580260,670073
582936,672299
585169,665340
582405,673271
580149,679350
577943,680572
579987,680234
586148,673570
580075,670111
586036,676232
581715,661919
585470,669283
582557,665321
583187,674478
583749,667783
595467,665963
579670,668866
581665,673404
577140,671873
574880,677975
573334,669400
576974,679395
574956,673994
574492,684185
575551,675225
573291,681287
579471,668450
577722,672686
576108,675135
576999,680279
576121,675569
577672,670930
575612,677419
576442,680359
577413,668339
574334,678495
576903,670161
575624,677866
576122,668960
574471,676717
578614,671216
576766,671960
574953,680603
573393,671601
565975,673659
569844,684933
